X,X,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,C,,,,,,,,
C,C,,,,,,,,
T,F,,,,,,,,
F,F,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
P,P,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
T,T,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
T,T,,,,,,,,
F,T,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,C,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
F,T,,,,,,,,
D,D,,,,,,,,
P,T,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
Y,C,,,,,,,,
V,D,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
F,F,,,,,,,,
C,D,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
G,G,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
G,G,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
G,G,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
Y,V,,,,,,,,
C,V,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
Y,D,,,,,,,,
Y,D,,,,,,,,
D,C,,,,,,,,
C,V,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
Y,D,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
G,F,,,,,,,,
V,D,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
F,T,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
Y,V,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
G,G,,,,,,,,
C,V,,,,,,,,
Y,C,,,,,,,,
P,P,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
P,F,,,,,,,,
P,F,,,,,,,,
D,V,,,,,,,,
T,F,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
Y,C,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
D,V,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
G,T,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
G,G,,,,,,,,
G,G,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
T,T,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
P,P,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
P,F,,,,,,,,
F,F,,,,,,,,
D,V,,,,,,,,
X,X,,,,,,,,
C,D,,,,,,,,
F,F,,,,,,,,
D,C,,,,,,,,
T,F,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
F,T,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
G,F,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
C,D,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
V,V,,,,,,,,
G,T,,,,,,,,
D,D,,,,,,,,
F,T,,,,,,,,
C,D,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
G,T,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
F,G,,,,,,,,
C,D,,,,,,,,
Y,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
P,P,,,,,,,,
C,V,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
P,G,,,,,,,,
D,C,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,C,,,,,,,,
T,F,,,,,,,,
T,T,,,,,,,,
P,P,,,,,,,,
D,D,,,,,,,,
D,C,,,,,,,,
V,D,,,,,,,,
G,T,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
V,D,,,,,,,,
P,T,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
C,C,,,,,,,,
D,C,,,,,,,,
G,T,,,,,,,,
T,T,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
G,T,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,V,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
T,F,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
P,F,,,,,,,,
G,G,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
F,T,,,,,,,,
V,D,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
F,T,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
Y,C,,,,,,,,
T,T,,,,,,,,
C,C,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
C,D,,,,,,,,
T,T,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
D,V,,,,,,,,
C,C,,,,,,,,
G,G,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
T,G,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
F,T,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,V,,,,,,,,
P,T,,,,,,,,
T,T,,,,,,,,
T,T,,,,,,,,
P,F,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
T,T,,,,,,,,
F,F,,,,,,,,
T,F,,,,,,,,
P,F,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
V,D,,,,,,,,
V,D,,,,,,,,
F,T,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
C,C,,,,,,,,
D,V,,,,,,,,
G,G,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
V,V,,,,,,,,
P,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,C,,,,,,,,
V,C,,,,,,,,
V,V,,,,,,,,
C,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,V,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
G,T,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
F,T,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
G,T,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
F,P,,,,,,,,
C,D,,,,,,,,
X,X,,,,,,,,
P,P,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
V,V,,,,,,,,
V,D,,,,,,,,
C,D,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
T,G,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,V,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
P,G,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
P,F,,,,,,,,
C,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,C,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
T,T,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
G,F,,,,,,,,
P,P,,,,,,,,
C,V,,,,,,,,
F,T,,,,,,,,
C,D,,,,,,,,
V,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,V,,,,,,,,
D,D,,,,,,,,
F,P,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
G,F,,,,,,,,
T,T,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
Y,V,,,,,,,,
D,D,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
P,T,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
T,F,,,,,,,,
G,G,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
G,P,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
V,V,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
F,T,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,V,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
D,C,,,,,,,,
C,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
T,T,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
P,T,,,,,,,,
D,D,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
X,X,,,,,,,,
C,D,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
C,V,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
Y,D,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
V,C,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
Y,V,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
T,F,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
V,C,,,,,,,,
X,X,,,,,,,,
G,G,,,,,,,,
Y,D,,,,,,,,
C,V,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
V,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
T,P,,,,,,,,
C,V,,,,,,,,
F,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
C,V,,,,,,,,
C,C,,,,,,,,
G,F,,,,,,,,
C,C,,,,,,,,
V,D,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
Y,D,,,,,,,,
P,F,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
G,T,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
T,F,,,,,,,,
F,P,,,,,,,,
G,F,,,,,,,,
X,X,,,,,,,,
C,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,V,,,,,,,,
G,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
G,F,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
D,V,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
G,T,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,C,,,,,,,,
D,D,,,,,,,,
D,C,,,,,,,,
X,X,,,,,,,,
F,T,,,,,,,,
T,T,,,,,,,,
P,T,,,,,,,,
V,D,,,,,,,,
X,X,,,,,,,,
C,D,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
C,V,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
D,D,,,,,,,,
G,G,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
C,C,,,,,,,,
T,T,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
Y,V,,,,,,,,
D,V,,,,,,,,
C,C,,,,,,,,
F,F,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
V,D,,,,,,,,
V,V,,,,,,,,
G,F,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
D,C,,,,,,,,
C,V,,,,,,,,
X,X,,,,,,,,
F,T,,,,,,,,
V,V,,,,,,,,
X,X,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
C,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
D,C,,,,,,,,
D,C,,,,,,,,
G,F,,,,,,,,
F,F,,,,,,,,
P,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
T,P,,,,,,,,
T,T,,,,,,,,
G,F,,,,,,,,
D,V,,,,,,,,
V,D,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
V,D,,,,,,,,
G,F,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,G,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
P,F,,,,,,,,
Y,D,,,,,,,,
D,D,,,,,,,,
V,C,,,,,,,,
F,F,,,,,,,,
C,D,,,,,,,,
D,V,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
V,D,,,,,,,,
D,C,,,,,,,,
C,C,,,,,,,,
D,D,,,,,,,,
G,G,,,,,,,,
P,F,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
F,F,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
D,V,,,,,,,,
D,V,,,,,,,,
V,D,,,,,,,,
Y,D,,,,,,,,
V,V,,,,,,,,
D,D,,,,,,,,
C,C,,,,,,,,
V,V,,,,,,,,
F,F,,,,,,,,
F,F,,,,,,,,
D,D,,,,,,,,
X,X,,,,,,,,
V,D,,,,,,,,
D,D,,,,,,,,
P,F,,,,,,,,
V,V,,,,,,,,
C,C,,,,,,,,
T,F,,,,,,,,
X,X,,,,,,,,
C,C,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
T,T,,,,,,,,
F,F,,,,,,,,
X,X,,,,,,,,
D,D,,,,,,,,
D,D,,,,,,,,
